ID,2BM0,2BM1,2BM2,2BM3,2BM4,2BM5,2BM6,2BM7,2BM8,2BM9,7BM0,7BM1,7BM2,7BM3,7BM4,7BM5,7BM6,7BM7,7BM8,7BM9,10BM0,10BM1,10BM2,10BM3,10BM4,10BM5,10BM6,10BM7,10BM8,10BM9
1109,0.25,-,-,-,-,-,0.24,0.25,0.25,0.25,,,,,,,,,,,,,,,,,,,,
1110,-,0.51,-,-,0.52,0.51,-,-,0.51,-,,,,,,,,,,,,,,,,,,,,
1111,0.29,-,-,-,-,-,0.27,-,-,-,,,,,,,,,,,,,,,,,,,,
1119,-,0.75,-,-,0.75,0.76,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1120,-,-,-,-,-,-,-,-,0.5,-,,,,,,,,,,,,,,,,,,,,
1121,-,0.44,-,0.44,0.46,-,-,0.45,-,0.45,,,,,,,,,,,,,,,,,,,,
1122,0.5,-,-,0.5,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1123,-,0.62,-,0.64,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1125,-,0.76,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1127,0.51,-,-,-,-,-,-,0.53,0.51,-,,,,,,,,,,,,,,,,,,,,
1131,0.54,0.55,-,-,0.56,-,-,-,0.54,-,,,,,,,,,,,,,,,,,,,,
1136,-,-,-,-,-,-,-,-,0.76,-,,,,,,,,,,,,,,,,,,,,
1138,-,-,-,-,0.55,-,0.53,-,0.53,0.54,,,,,,,,,,,,,,,,,,,,
1140,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1141,-,-,-,-,-,-,-,-,-,0.73,,,,,,,,,,,,,,,,,,,,
1142,0.34,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1143,-,-,0.56,0.56,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1144,-,-,0.57,-,0.58,-,0.56,-,0.56,-,,,,,,,,,,,,,,,,,,,,
1145,-,0.62,-,-,0.63,0.62,-,0.63,-,-,,,,,,,,,,,,,,,,,,,,
1146,-,-,0.65,-,0.65,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1150,0.89,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1156,0.51,-,0.52,0.52,-,0.53,-,-,-,0.53,,,,,,,,,,,,,,,,,,,,
1159,-,0.18,-,0.17,-,-,-,0.17,-,0.17,,,,,,,,,,,,,,,,,,,,
1160,-,-,-,-,-,-,0.52,-,-,-,,,,,,,,,,,,,,,,,,,,
1162,0.68,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1163,-,0.73,-,-,-,0.74,0.73,-,-,0.74,,,,,,,,,,,,,,,,,,,,
1166,0.63,-,0.63,0.64,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1169,-,-,-,-,0.5,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1172,-,-,-,-,-,-,0.41,-,-,-,,,,,,,,,,,,,,,,,,,,
1173,-,-,-,0.63,-,0.61,-,0.62,0.62,-,,,,,,,,,,,,,,,,,,,,
1179,-,-,-,-,-,0.5,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1181,-,-,0.53,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1192,-,-,0.53,0.54,0.52,-,-,0.53,-,-,,,,,,,,,,,,,,,,,,,,
1195,-,0.46,-,-,-,0.46,-,-,0.46,-,,,,,,,,,,,,,,,,,,,,
1197,-,0.58,-,0.58,0.59,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1200,-,-,-,-,0.53,0.51,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1202,0.97,-,0.97,0.97,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1205,0.11,-,-,-,0.12,-,-,-,-,0.11,,,,,,,,,,,,,,,,,,,,
1212,-,-,0.55,0.55,-,-,-,-,0.54,0.56,,,,,,,,,,,,,,,,,,,,
1213,-,0.39,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1217,-,-,0.47,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1219,-,-,-,-,0.41,-,-,-,0.38,0.39,,,,,,,,,,,,,,,,,,,,
1220,0.31,-,0.3,-,-,0.31,-,0.32,0.31,0.32,,,,,,,,,,,,,,,,,,,,
1222,-,-,-,0.94,-,-,-,-,-,0.94,,,,,,,,,,,,,,,,,,,,
1225,-,0.55,-,-,-,-,0.55,0.56,-,-,,,,,,,,,,,,,,,,,,,,
1229,-,-,0.66,-,-,-,-,-,0.65,-,,,,,,,,,,,,,,,,,,,,
1230,-,-,-,-,-,-,-,-,0.5,-,,,,,,,,,,,,,,,,,,,,
1235,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1237,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1239,-,-,-,-,-,0.6,-,-,-,0.61,,,,,,,,,,,,,,,,,,,,
1240,-,0.92,-,0.93,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1246,-,-,0.62,0.62,-,0.62,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1247,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1250,-,0.84,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1254,-,-,-,0.93,-,-,0.91,-,-,-,,,,,,,,,,,,,,,,,,,,
1255,-,0.62,-,-,-,-,0.62,-,-,-,,,,,,,,,,,,,,,,,,,,
1256,0.96,-,-,-,0.94,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1257,0.57,-,-,-,-,0.58,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1258,-,-,-,-,0.51,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1260,-,-,0.16,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1261,-,-,-,0.55,0.55,0.54,-,0.55,-,-,,,,,,,,,,,,,,,,,,,,
1268,-,-,-,-,0.51,-,0.49,-,-,0.5,,,,,,,,,,,,,,,,,,,,
1269,-,-,-,-,-,-,-,0.53,0.52,0.53,,,,,,,,,,,,,,,,,,,,
1272,-,0.58,-,-,-,-,0.58,-,0.59,-,,,,,,,,,,,,,,,,,,,,
1276,-,-,-,-,-,0.61,-,-,0.6,-,,,,,,,,,,,,,,,,,,,,
1282,0.58,-,-,0.59,0.6,-,-,0.6,-,0.6,,,,,,,,,,,,,,,,,,,,
1283,-,-,-,0.59,0.6,-,-,0.6,-,-,,,,,,,,,,,,,,,,,,,,
1290,-,-,-,-,-,-,0.64,-,-,-,,,,,,,,,,,,,,,,,,,,
1293,-,-,-,-,-,-,-,-,-,0.72,,,,,,,,,,,,,,,,,,,,
1298,-,-,-,-,-,-,-,0.78,-,-,,,,,,,,,,,,,,,,,,,,
1303,-,0.55,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1305,-,0.71,-,-,-,-,-,-,-,0.72,,,,,,,,,,,,,,,,,,,,
1306,-,0.63,0.64,-,-,-,-,-,-,0.65,,,,,,,,,,,,,,,,,,,,
1313,-,-,-,-,-,-,-,0.5,-,-,,,,,,,,,,,,,,,,,,,,
1314,-,0.98,-,0.98,0.98,-,-,-,0.98,-,,,,,,,,,,,,,,,,,,,,
1315,-,-,-,0.5,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1318,-,-,-,-,-,-,-,0.81,0.81,0.82,,,,,,,,,,,,,,,,,,,,
1323,-,-,-,0.6,-,-,0.59,-,-,-,,,,,,,,,,,,,,,,,,,,
1325,-,-,-,-,-,-,0.17,0.18,-,-,,,,,,,,,,,,,,,,,,,,
1326,-,-,-,-,-,-,0.64,0.65,-,-,,,,,,,,,,,,,,,,,,,,
1328,-,-,-,-,0.54,0.53,-,-,-,0.53,,,,,,,,,,,,,,,,,,,,
1331,-,-,0.76,0.76,-,-,-,0.76,-,-,,,,,,,,,,,,,,,,,,,,
1334,-,-,-,-,-,0.5,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1342,-,-,-,-,0.46,-,0.43,-,-,0.45,,,,,,,,,,,,,,,,,,,,
1344,0.29,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1346,-,-,-,-,-,-,0.56,-,-,-,,,,,,,,,,,,,,,,,,,,
1348,-,0.48,-,-,0.5,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1351,-,0.81,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1358,-,-,-,-,-,-,0.57,-,0.58,-,,,,,,,,,,,,,,,,,,,,
1360,0.53,-,-,-,0.54,0.53,-,-,0.52,-,,,,,,,,,,,,,,,,,,,,
1361,-,-,-,-,-,-,-,0.68,-,-,,,,,,,,,,,,,,,,,,,,
1367,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1377,-,-,-,0.57,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1379,-,-,-,0.58,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1380,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1382,-,-,-,0.49,0.51,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1385,-,-,-,0.62,-,-,-,-,-,0.63,,,,,,,,,,,,,,,,,,,,
1393,-,0.31,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1395,-,0.63,-,-,-,0.64,0.63,-,-,0.64,,,,,,,,,,,,,,,,,,,,
1396,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1397,0.18,0.17,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1402,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1408,-,-,-,0.83,0.81,-,-,-,0.82,0.83,,,,,,,,,,,,,,,,,,,,
1410,0.5,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1427,-,-,-,-,-,-,-,0.88,-,-,,,,,,,,,,,,,,,,,,,,
1428,-,-,0.59,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1429,-,-,-,-,-,-,0.68,-,0.68,-,,,,,,,,,,,,,,,,,,,,
1433,-,0.59,-,0.59,0.6,-,-,-,-,0.6,,,,,,,,,,,,,,,,,,,,
1435,-,-,-,0.58,0.59,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1436,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1441,-,-,-,-,0.49,0.47,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1443,-,-,-,-,-,-,-,-,-,0.25,,,,,,,,,,,,,,,,,,,,
1445,-,-,-,-,-,-,0.67,-,0.67,-,,,,,,,,,,,,,,,,,,,,
1455,-,-,-,0.16,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1456,0.83,-,-,0.84,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1461,-,-,-,-,-,-,-,-,-,0.61,,,,,,,,,,,,,,,,,,,,
1463,-,-,-,-,-,0.56,-,0.56,-,-,,,,,,,,,,,,,,,,,,,,
1467,-,-,-,-,-,0.82,0.81,-,-,-,,,,,,,,,,,,,,,,,,,,
1470,-,-,-,0.29,-,-,-,0.28,0.29,-,,,,,,,,,,,,,,,,,,,,
1473,-,-,-,-,0.5,-,0.48,0.49,-,-,,,,,,,,,,,,,,,,,,,,
1474,-,-,-,-,-,-,-,0.57,-,-,,,,,,,,,,,,,,,,,,,,
1479,-,-,-,-,0.39,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1481,0.43,-,-,-,-,-,-,-,-,0.45,,,,,,,,,,,,,,,,,,,,
1482,-,-,-,-,-,-,-,0.76,-,-,,,,,,,,,,,,,,,,,,,,
1483,-,-,-,-,0.42,-,-,0.41,0.4,-,,,,,,,,,,,,,,,,,,,,
1485,-,-,-,-,-,0.6,-,-,0.58,-,,,,,,,,,,,,,,,,,,,,
1490,0.59,-,-,0.6,-,-,-,-,-,0.6,,,,,,,,,,,,,,,,,,,,
1491,-,-,-,-,0.56,-,-,0.56,-,-,,,,,,,,,,,,,,,,,,,,
1496,-,-,-,0.61,-,0.61,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1499,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1505,-,-,-,-,-,0.55,-,0.56,0.54,-,,,,,,,,,,,,,,,,,,,,
1508,-,-,-,-,-,-,-,0.54,-,-,,,,,,,,,,,,,,,,,,,,
1511,-,0.44,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1513,-,-,-,-,-,-,-,0.68,-,-,,,,,,,,,,,,,,,,,,,,
1515,-,-,-,-,0.8,0.81,-,0.82,-,0.82,,,,,,,,,,,,,,,,,,,,
1522,-,-,0.6,-,0.62,-,0.6,-,0.6,0.61,,,,,,,,,,,,,,,,,,,,
1526,-,0.56,-,-,-,0.56,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1533,-,-,-,-,-,-,-,0.35,-,-,,,,,,,,,,,,,,,,,,,,
1534,-,-,-,-,0.54,-,0.52,-,0.52,-,,,,,,,,,,,,,,,,,,,,
1540,-,-,-,-,-,-,-,-,0.57,0.59,,,,,,,,,,,,,,,,,,,,
1541,0.41,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1542,-,-,-,0.92,-,0.91,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1543,-,0.85,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1545,-,-,-,0.43,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1548,-,0.7,-,-,-,-,-,0.71,0.69,-,,,,,,,,,,,,,,,,,,,,
1557,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1563,-,0.13,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1565,-,-,-,0.9,-,0.89,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1569,-,-,-,-,-,-,-,0.71,0.69,-,,,,,,,,,,,,,,,,,,,,
1572,-,0.51,-,0.51,-,-,0.5,-,-,-,,,,,,,,,,,,,,,,,,,,
1575,0.58,-,-,-,-,-,-,-,-,0.59,,,,,,,,,,,,,,,,,,,,
1576,-,-,-,0.79,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1577,-,-,-,-,0.19,0.17,-,-,-,0.18,,,,,,,,,,,,,,,,,,,,
1588,-,-,-,-,0.42,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1590,-,-,-,-,-,-,0.26,0.27,-,-,,,,,,,,,,,,,,,,,,,,
1594,-,-,-,-,-,-,-,-,-,0.56,,,,,,,,,,,,,,,,,,,,
1595,-,-,-,-,-,0.77,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1596,0.5,-,-,-,-,-,-,-,0.5,-,,,,,,,,,,,,,,,,,,,,
1597,0.3,-,-,0.3,-,-,-,0.3,-,-,,,,,,,,,,,,,,,,,,,,
1602,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1604,-,-,0.51,-,-,-,0.51,0.52,-,0.52,,,,,,,,,,,,,,,,,,,,
1606,-,0.41,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1607,-,-,-,0.65,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1611,-,-,-,0.37,0.38,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1613,-,-,-,-,-,-,-,-,0.43,-,,,,,,,,,,,,,,,,,,,,
1622,0.23,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1623,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1624,0.73,-,0.73,-,-,0.74,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1625,-,0.55,-,-,-,0.55,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1626,0.47,-,-,-,-,-,0.48,-,-,-,,,,,,,,,,,,,,,,,,,,
1629,-,-,-,-,-,0.56,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1632,-,-,0.75,-,-,0.75,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1637,-,-,0.41,-,-,-,-,0.42,-,-,,,,,,,,,,,,,,,,,,,,
1638,-,-,-,0.66,-,-,0.63,-,-,-,,,,,,,,,,,,,,,,,,,,
1645,-,0.58,-,-,-,-,-,0.59,-,-,,,,,,,,,,,,,,,,,,,,
1651,-,0.24,-,0.24,-,-,-,-,-,0.24,,,,,,,,,,,,,,,,,,,,
1655,0.54,-,0.55,0.55,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1657,-,0.4,0.39,-,-,-,-,-,-,0.4,,,,,,,,,,,,,,,,,,,,
1660,-,-,-,-,-,-,-,0.81,-,-,,,,,,,,,,,,,,,,,,,,
1668,-,-,0.92,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1670,-,-,0.56,-,0.58,-,0.56,-,-,-,,,,,,,,,,,,,,,,,,,,
1672,-,-,-,-,-,0.57,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1681,-,-,-,-,-,0.44,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1686,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1700,0.49,-,0.49,-,-,0.5,-,-,0.49,-,,,,,,,,,,,,,,,,,,,,
1702,-,0.9,-,0.92,-,-,0.9,-,0.91,-,,,,,,,,,,,,,,,,,,,,
1706,0.56,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1707,0.5,-,-,-,-,-,-,-,-,0.51,,,,,,,,,,,,,,,,,,,,
1709,-,-,-,-,-,-,0.83,-,-,0.84,,,,,,,,,,,,,,,,,,,,
1715,0.64,-,-,-,0.63,-,0.62,0.64,-,0.64,,,,,,,,,,,,,,,,,,,,
1717,-,-,-,-,0.58,-,-,-,0.57,0.58,,,,,,,,,,,,,,,,,,,,
1718,-,0.86,-,-,0.86,0.87,0.86,-,-,0.87,,,,,,,,,,,,,,,,,,,,
1719,-,-,0.13,-,-,-,-,0.14,-,-,,,,,,,,,,,,,,,,,,,,
1727,0.21,-,-,-,-,-,-,-,0.21,-,,,,,,,,,,,,,,,,,,,,
1729,-,0.35,-,-,-,-,-,-,-,0.35,,,,,,,,,,,,,,,,,,,,
1730,-,-,-,-,0.42,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1736,-,-,-,-,0.53,-,0.5,-,-,-,,,,,,,,,,,,,,,,,,,,
1737,-,-,-,-,0.86,-,-,-,-,0.88,,,,,,,,,,,,,,,,,,,,
1755,-,0.51,0.5,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1768,-,0.15,-,-,0.17,0.14,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1770,0.6,-,-,-,-,0.61,-,-,0.6,-,,,,,,,,,,,,,,,,,,,,
1776,-,-,-,-,0.56,-,0.55,-,0.54,-,,,,,,,,,,,,,,,,,,,,
1780,-,-,-,-,-,-,0.43,-,-,-,,,,,,,,,,,,,,,,,,,,
1786,0.66,0.65,0.66,0.67,-,-,0.65,-,-,-,,,,,,,,,,,,,,,,,,,,
1787,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1791,0.8,-,-,-,-,0.8,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1794,-,-,0.3,-,-,-,-,0.31,-,-,,,,,,,,,,,,,,,,,,,,
1796,0.54,-,-,-,-,-,-,-,-,0.56,,,,,,,,,,,,,,,,,,,,
1797,-,-,-,-,0.6,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1800,-,-,0.33,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1801,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1805,-,-,-,-,-,-,-,-,-,0.67,,,,,,,,,,,,,,,,,,,,
1817,-,-,-,-,-,-,-,-,-,0.66,,,,,,,,,,,,,,,,,,,,
1820,-,-,-,-,0.29,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1830,-,-,0.56,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1845,-,-,0.42,0.43,0.45,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1847,-,-,-,-,-,-,-,-,0.28,-,,,,,,,,,,,,,,,,,,,,
1849,-,-,-,-,-,-,-,0.67,0.66,-,,,,,,,,,,,,,,,,,,,,
1850,0.57,-,-,-,-,-,-,0.58,-,-,,,,,,,,,,,,,,,,,,,,
1852,-,-,0.74,-,0.73,-,-,-,0.73,-,,,,,,,,,,,,,,,,,,,,
1854,-,0.44,-,-,-,-,-,-,0.44,-,,,,,,,,,,,,,,,,,,,,
1859,-,0.38,-,0.37,-,0.37,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1861,-,-,-,-,0.41,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1862,-,-,-,-,-,0.44,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1863,-,-,0.5,-,-,0.5,-,-,-,0.51,,,,,,,,,,,,,,,,,,,,
1864,-,0.36,0.36,-,-,0.36,0.35,-,-,-,,,,,,,,,,,,,,,,,,,,
1868,-,-,-,-,-,-,-,-,0.51,-,,,,,,,,,,,,,,,,,,,,
1870,-,-,0.56,-,-,0.57,-,0.57,-,-,,,,,,,,,,,,,,,,,,,,
1871,-,-,-,-,-,-,-,-,0.57,-,,,,,,,,,,,,,,,,,,,,
1872,-,0.36,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1877,-,-,-,-,-,-,-,0.6,-,-,,,,,,,,,,,,,,,,,,,,
1879,0.53,-,0.53,-,-,-,-,0.54,-,-,,,,,,,,,,,,,,,,,,,,
1886,0.55,-,-,0.55,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1888,0.64,-,0.64,0.64,-,-,0.63,-,-,-,,,,,,,,,,,,,,,,,,,,
1890,0.46,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1894,0.46,-,-,-,0.49,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1895,-,-,-,0.61,-,-,-,0.62,0.6,-,,,,,,,,,,,,,,,,,,,,
1904,0.44,-,-,-,-,0.44,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1907,-,0.58,-,-,0.59,-,-,-,0.57,-,,,,,,,,,,,,,,,,,,,,
1913,-,0.55,-,-,0.56,-,-,-,0.54,-,,,,,,,,,,,,,,,,,,,,
1914,0.53,-,-,0.53,-,-,-,0.54,-,-,,,,,,,,,,,,,,,,,,,,
1915,-,-,0.53,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1924,0.55,-,-,-,-,-,-,-,0.55,-,,,,,,,,,,,,,,,,,,,,
1927,-,-,-,-,-,-,-,0.59,-,-,,,,,,,,,,,,,,,,,,,,
1941,-,0.45,-,0.45,-,-,-,-,0.45,-,,,,,,,,,,,,,,,,,,,,
1943,0.5,-,-,-,-,-,-,-,0.5,-,,,,,,,,,,,,,,,,,,,,
1945,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1951,0.59,-,-,-,-,-,-,-,-,0.61,,,,,,,,,,,,,,,,,,,,
1952,-,0.55,-,0.54,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1965,0.68,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1967,-,0.35,-,-,-,0.35,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1971,0.33,0.33,-,-,-,-,-,0.33,-,-,,,,,,,,,,,,,,,,,,,,
1974,0.46,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1983,-,-,0.27,0.28,0.3,-,-,-,0.28,-,,,,,,,,,,,,,,,,,,,,
1990,-,-,-,-,0.5,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
1999,-,-,0.25,0.25,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
2006,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
2009,0.57,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
2010,-,-,-,-,0.49,-,-,-,-,0.47,,,,,,,,,,,,,,,,,,,,
2026,-,-,-,-,-,-,0.63,-,-,-,,,,,,,,,,,,,,,,,,,,
2027,-,-,0.39,-,-,-,-,-,0.4,-,,,,,,,,,,,,,,,,,,,,
2029,-,-,0.33,0.34,-,0.33,-,-,0.34,-,,,,,,,,,,,,,,,,,,,,
2035,-,0.48,-,0.48,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
2037,0.47,-,-,-,-,0.48,-,-,-,-,,,,,,,,,,,,,,,,,,,,
2042,-,0.24,-,-,-,-,-,-,0.25,-,,,,,,,,,,,,,,,,,,,,
2048,-,-,-,-,-,-,-,0.64,-,-,,,,,,,,,,,,,,,,,,,,
2053,0.51,-,-,0.52,-,-,-,0.53,-,-,,,,,,,,,,,,,,,,,,,,
2055,-,0.76,-,0.77,-,-,0.76,-,-,-,,,,,,,,,,,,,,,,,,,,
2056,-,-,0.68,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
2057,0.93,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
2058,-,-,-,-,-,-,-,-,0.55,-,,,,,,,,,,,,,,,,,,,,
2061,0.43,-,-,-,-,-,0.42,-,-,0.43,,,,,,,,,,,,,,,,,,,,
2062,-,-,-,-,-,-,-,0.15,-,-,,,,,,,,,,,,,,,,,,,,
2064,0.47,-,-,-,-,-,0.44,-,-,-,,,,,,,,,,,,,,,,,,,,
2069,0.51,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
2070,-,-,0.48,-,0.5,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
2071,0.82,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
2076,-,-,-,-,0.71,0.71,-,-,-,-,,,,,,,,,,,,,,,,,,,,
2077,-,-,-,-,0.51,-,0.49,-,-,-,,,,,,,,,,,,,,,,,,,,
2079,0.49,-,-,-,-,0.48,-,-,-,0.49,,,,,,,,,,,,,,,,,,,,
2083,-,0.66,0.66,-,-,-,0.65,-,-,-,,,,,,,,,,,,,,,,,,,,
2087,-,0.58,-,0.58,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
2089,0.43,-,-,-,-,-,0.43,-,-,0.45,,,,,,,,,,,,,,,,,,,,
2090,-,-,-,-,-,0.53,-,-,-,0.53,,,,,,,,,,,,,,,,,,,,
2094,-,-,0.39,-,-,0.4,-,0.41,-,0.41,,,,,,,,,,,,,,,,,,,,
2099,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
2103,0.53,0.54,-,-,-,-,-,0.55,-,-,,,,,,,,,,,,,,,,,,,,
2107,-,-,-,0.52,-,0.53,-,-,-,-,,,,,,,,,,,,,,,,,,,,
2110,-,0.66,0.66,0.66,-,-,0.65,0.67,-,0.67,,,,,,,,,,,,,,,,,,,,
2111,-,-,0.43,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
2113,-,0.64,0.64,0.64,-,0.65,-,-,-,-,,,,,,,,,,,,,,,,,,,,
2116,0.37,-,0.36,-,-,0.36,-,0.37,-,-,,,,,,,,,,,,,,,,,,,,
2121,-,0.62,-,-,-,-,-,-,-,0.63,,,,,,,,,,,,,,,,,,,,
2128,-,0.61,-,-,-,0.61,-,-,-,-,,,,,,,,,,,,,,,,,,,,
